Date,Predictions
2006-01-03,-0.0006515047470863
2006-01-04,-0.0007577802913202
2006-01-05,-0.0014984244813103
2006-01-06,0.0011637202763206
2006-01-09,-2.8576244908745e-05
2006-01-10,-0.0008316787970042
2006-01-11,-0.0003292493411565
2006-01-12,-0.0007997696291623
2006-01-13,0.0003361743933073
2006-01-17,0.0033697451803161
2006-01-18,0.0003276613359874
2006-01-19,-0.0001002679088882
2006-01-20,-0.0013561003527926
2006-01-23,0.0002780337500929
2006-01-24,0.0008841740729929
2006-01-25,-0.0007238690006775
2006-01-26,-0.0002600416359653
2006-01-27,0.000203310057783
2006-01-30,-0.0007030298219324
2006-01-31,0.0004374187371491
2006-02-01,-0.001750149263561
2006-02-02,-0.0002984966566331
2006-02-03,0.0022023308245827
2006-02-06,0.0004649212220722
2006-02-07,-0.0008144064863241
2006-02-08,0.0004341751418303
2006-02-09,0.0002450796517644
2006-02-10,0.0002209303966121
2006-02-13,-0.0002904256539886
2006-02-14,-2.80827966376089e-05
2006-02-15,-0.0018445371140742
2006-02-16,-0.0004585519777625
2006-02-17,-0.0019210960630275
2006-02-21,0.0012504058100781
2006-02-22,5.41576169183367e-05
2006-02-23,-0.0007169858789789
2006-02-24,-0.0012363778815367
2006-02-27,0.0003479573143409
2006-02-28,0.0002283180006572
2006-03-01,0.0008107148888599
2006-03-02,-0.0008624931872647
2006-03-03,-0.000714680455587
2006-03-06,0.0003118262410174
2006-03-07,0.0014130657517059
2006-03-08,0.0004520264885091
2006-03-09,-0.0014405439310642
2006-03-10,0.0001774473704383
2006-03-13,0.0017877450731133
2006-03-14,0.0002367780020827
2006-03-15,-0.0011271676910488
2006-03-16,0.0004832842039887
2006-03-17,-4.72686691409888e-05
2006-03-20,-0.0061064641392157
2006-03-21,-4.75492659653739e-06
2006-03-22,0.0003901574464351
2006-03-23,-0.0005070965938256
2006-03-24,-0.0001135129899503
2006-03-27,-0.0003459676871473
2006-03-28,4.81661500180213e-05
2006-03-29,0.0005240171974311
2006-03-30,0.0004638121960052
2006-03-31,0.000527932659497
2006-04-03,0.0008796872538434
2006-04-04,-0.0001138102683444
2006-04-05,0.0007266686497099
2006-04-06,0.0006435358677968
2006-04-07,-0.0002562142867162
2006-04-10,0.0032483375545714
2006-04-11,-0.0020089166441088
2006-04-12,-0.0004322650691517
2006-04-13,-0.0008830504379211
2006-04-17,0.0003393041329544
2006-04-18,0.0006505619562185
2006-04-19,-0.0026686221331684
2006-04-20,-0.0016690545009597
2006-04-21,0.0006910896215369
2006-04-24,0.0007847190623303
2006-04-25,5.04588627846441e-05
2006-04-26,0.0005072938406854
2006-04-27,-0.0009999835588768
2006-04-28,-0.0003350146150305
2006-05-01,0.0008599140468583
2006-05-02,-0.0013605125548831
2006-05-03,-0.0005422944910134
2006-05-04,-0.0003998605999461
2006-05-05,0.000433661328128
2006-05-08,-0.0021396858420053
2006-05-09,9.82481605291689e-05
2006-05-10,0.0015741279951134
2006-05-11,-0.0002811352090034
2006-05-12,0.0038179909455023
2006-05-15,0.0004764907101357
2006-05-16,-0.0006883838271371
2006-05-17,0.0003390037303464
2006-05-18,0.0012629738432371
2006-05-19,-0.0015447429578252
2006-05-22,-6.90339457164225e-05
2006-05-23,-0.0002887707926298
2006-05-24,0.000954941480977
2006-05-25,-0.0008104485539545
2006-05-26,0.0004893070416762
2006-05-30,-0.0007812312415542
2006-05-31,-0.0008661838176925
2006-06-01,0.0017984462366203
2006-06-02,-0.0020424178197815
2006-06-05,0.0028578815179249
2006-06-06,-0.0016441204331859
2006-06-07,-0.0001165182026917
2006-06-08,0.0009967258715468
2006-06-09,0.0016653886924142
2006-06-12,-0.0002198921848681
2006-06-13,0.0015730643760354
2006-06-14,0.0013304519253174
2006-06-15,0.0014717870121223
2006-06-16,-0.000392579669957
2006-06-19,-0.0025769813776912
2006-06-20,0.000790729844258
2006-06-21,0.0020995001563832
2006-06-22,0.0037850250069496
2006-06-23,0.0008012045545446
2006-06-26,0.0021788358534583
2006-06-27,0.0003601052077836
2006-06-28,-2.41842079782242e-05
2006-06-29,0.0040497621565466
2006-06-30,-0.0026411561907015
2006-07-03,-0.0019592593919363
2006-07-05,-0.0002431664991101
2006-07-06,0.0002673080686619
2006-07-07,0.000347063215332
2006-07-10,-0.0007490660440083
2006-07-11,0.0002625783223274
2006-07-12,-0.0014930742487295
2006-07-13,-0.0016904602261342
2006-07-14,0.0012631860473337
2006-07-17,-0.0005821950059836
2006-07-18,0.0007330723709751
2006-07-19,0.0034472334734817
2006-07-20,-0.001378118525155
2006-07-21,-0.0008483851986489
2006-07-24,0.0024334502702382
2006-07-25,-0.000575674324156
2006-07-26,0.0041845752202876
2006-07-27,-0.0020123636600525
2006-07-28,-0.0013157844298665
2006-07-31,-0.0011182794645527
2006-08-01,-0.0031863899200686
2006-08-02,0.0002154224212845
2006-08-03,0.0006670474574493
2006-08-04,-0.0015950487996885
2006-08-07,0.0005783656570507
2006-08-08,-0.0005129507024436
2006-08-09,0.0004778261521325
2006-08-10,-0.0002068003429664
2006-08-11,1.61631454648811e-07
2006-08-14,-0.0005573539100753
2006-08-15,-0.001352733454715
2006-08-16,-0.0003022688755498
2006-08-17,0.0008196182763625
2006-08-18,-0.0003282406930333
2006-08-21,-0.0015470233357419
2006-08-22,-0.0005340531389381
2006-08-23,0.0029975343688938
2006-08-24,0.0002372249200125
2006-08-25,0.003060521424938
2006-08-28,0.000735405754889
2006-08-29,-0.0012369276865301
2006-08-30,0.0002200010429353
2006-08-31,-0.0008418544726475
2006-09-01,-0.0006891739627053
2006-09-05,-2.72163749651799e-05
2006-09-06,-0.0002228328716401
2006-09-07,0.0001114663538731
2006-09-08,0.0026787488398303
2006-09-11,6.44172099646102e-05
2006-09-12,0.001989118893277
2006-09-13,-0.0013255964721111
2006-09-14,-0.0021678112426227
2006-09-15,-0.0009739333291902
2006-09-18,0.0016994960236464
2006-09-19,-7.05371790095917e-05
2006-09-20,2.64661944885935e-05
2006-09-21,-0.0007863123606464
2006-09-22,-0.0004716298568124
2006-09-25,0.0007580774864868
2006-09-26,-0.0006659365202609
2006-09-27,-0.0003358239420114
2006-09-28,7.82704698665477e-05
2006-09-29,0.001056310409287
2006-10-02,0.0002789537022908
2006-10-03,-1.17648649501901e-05
2006-10-04,0.0010276879382958
2006-10-05,-0.0007345606885796
2006-10-06,6.8248472017298e-05
2006-10-09,0.0003265127563517
2006-10-10,0.0019699290416796
2006-10-11,0.0003435747227914
2006-10-12,8.67192421726247e-05
2006-10-13,-8.41644287825542e-05
2006-10-16,-0.0002412197906363
2006-10-17,-0.0010055723142349
2006-10-18,0.0011577112611553
2006-10-19,-0.0004071369691626
2006-10-20,-0.0008025165552723
2006-10-23,-0.0010318279429144
2006-10-24,0.0003970067893293
2006-10-25,-0.0014596004311907
2006-10-26,-2.37713895758432e-05
2006-10-27,0.0006997053691313
2006-10-30,0.00020615645534
2006-10-31,-0.0007802586701926
2006-11-01,-9.39543282195785e-05
2006-11-02,0.0009580291360438
2006-11-03,-0.0009310614310006
2006-11-06,-0.0001198681172297
2006-11-07,-0.0009986831836696
2006-11-08,-0.0003697963336174
2006-11-09,-0.0007615730948122
2006-11-10,0.0011505319410524
2006-11-13,0.00063401954945
2006-11-14,6.98187554784343e-05
2006-11-15,-0.0002585880852805
2006-11-16,-0.0001396171493613
2006-11-17,-0.0002471491665599
2006-11-20,0.0015358409416692
2006-11-21,0.0002513555608198
2006-11-22,0.0003260161527928
2006-11-24,4.18446718771209e-06
2006-11-27,-0.000169667436083
2006-11-28,0.0008843456376758
2006-11-29,-0.0002167828706023
2006-11-30,0.0003882484671549
2006-12-01,0.0003384848476342
2006-12-04,0.0008258617623298
2006-12-05,-0.0004594346726409
2006-12-06,-0.0004797466695004
2006-12-07,0.0002090646412245
2006-12-08,0.000412157810923
2006-12-11,0.0003554905901803
2006-12-12,0.0001184132790854
2006-12-13,-0.000437245469332
2006-12-14,-0.0005024057302526
2006-12-15,0.0003101166088705
2006-12-18,0.0002726771170412
2006-12-19,-6.54610488505454e-05
2006-12-20,-1.988660941331e-05
2006-12-21,-1.13008466430188e-05
2006-12-22,0.0012219733267302
2006-12-26,0.0008833025246088
2006-12-27,1.41401986039587e-05
2006-12-28,-0.0002687433325707
2006-12-29,0.0006515204877046
2007-01-03,0.0006434376811865
2007-01-04,-0.001403237544729
2007-01-05,-0.0001785321218785
2007-01-08,0.0004459535944471
2007-01-09,0.0007918529265755
2007-01-10,-0.0002792782439148
2007-01-11,-3.38362952765626e-05
2007-01-12,-0.0008473253269909
2007-01-16,3.5605497557492e-05
2007-01-17,5.52058581378688e-05
2007-01-18,0.0001610088055744
2007-01-19,7.0326055323958e-05
2007-01-22,0.0003690000189815
2007-01-23,0.0002122248985555
2007-01-24,0.0006071256548408
2007-01-25,-0.0003904104276452
2007-01-26,0.0004027844265018
2007-01-29,0.0030393184770104
2007-01-30,0.0001790530424773
2007-01-31,9.65182470575705e-05
2007-02-01,-0.0003619252201828
2007-02-02,-0.0005580570764945
2007-02-05,-5.48538823649125e-06
2007-02-06,0.0004925120609382
2007-02-07,6.3337935274481e-05
2007-02-08,-0.0004538936022498
2007-02-09,-9.4509852896538e-05
2007-02-12,0.0011597128267936
